yearned after his grandfather 44
yellow color has disappeared 100
yellow fever had disappeared 93
yellow fever has disappeared 64
yellow fever that devastated 46
yellow fever was contracted 48
yellow fever was discovered 125
yellow fever was eliminated 62
yellow fever was eradicated 114
yellow fever was introduced 139
yellow fruit and vegetables 69
yellow world with interrupting 41
younger people are interested 97
