yeomanry who had suffered 96
yielded his own judgment 166
youngest and her favorite 102
youngest and his favorite 60
youngest are not sensibly 47
youngest son and daughter 542
youngest son and namesake 127
youngest son was expected 40
youngest son who inherits 63
youthful and too brilliant 53
youthful son and daughter 40
youthful zeal and enthusiasm 55
