wants a drink a shirker 45
where a makes a promise 46
where i found a captain 71
where i found a carriage 81
where i found a company 89
where i found a message 56
where i found a pleasant 52
where i found a variety 55
where i spent a pleasant 228
where p makes a regular 152
which i catch a glimpse 134
which i found a certain 46
which i quote a passage 56
which i would a thousand 54
which i wrote a preface 59
which i wrote a question 126
while i would a thousand 45
