whereas prospective earnings can not 68
without impropriety enter his son 50
without intermission night and day 373
without intermission until his death 59
without interruption night and day 90
without interruption until his death 426
without necessarily killing him they 46
worked incessantly night and day 55
worked practically night and day 109
