vanished from before our herds 60
vertical line through any point 48
vertical line through each point 72
vertical line through that point 235
vertical line through this point 734
vertical tube filled with water 40
vicinity were packed with people 64
villages were looted and burnt 42
villages were sacked and burnt 240
villainy having missed its final 55
