same that 112 save and 95
seem with 56 seem with 50
some and 43 some than 45
some that 40 some that 213
some that 43 some that 99
some not 70 some with 76
some that 157 some that 51
some that 119 some that 101
some that 109 some that 153
some that 81 some them 48
some for 41 some him 55
such and 45 such any 158
such and 78 such had 62
such had 348 such has 68
