said thereof 471 said shall 109
same apply 61 same fifty 45
same place 55 same point 81
same about 181 same again 86
same again 58 same within 52
single which 44 soil field 48
some seems 49 some would 82
some place 41 some which 41
some peter 57 some walks 121
some about 117 some thirty 43
some pulling 42 some space 40
some crawl 99 soon round 58
sort which 80 steam water 41
stop about 62 such under 40
such place 155 such hours 49
