sat to 87 saw in 41
see of 45 see of 105
see of 62 see of 154
see the 53 see the 42
see by 76 see of 46
see up 113 see in 41
see in 45 see in 95
see of 102 see of 70
see in 163 see to 97
see the 55 see in 95
set in 69 set the 104
sex me 70 she the 57
she in 46 she of 47
she of 50 she to 169
she as 144 she to 60
she as 46 she the 47
she in 77 she in 95
she at 47 she in 63
she in 41 she me 46
she an 52 she as 70
she as 57 she in 45
she on 55 she the 44
six the 80 son the 131
son an 52 sow the 46
