say at 81 see of 65
see to 55 see the 44
set of 53 she to 46
she in 42 she the 55
she the 72 she to 43
she the 63 she the 52
she the 50 she the 41
she to 81 she in 172
she to 42 she of 75
she the 50 she in 45
she to 86 she the 47
she in 69 she to 41
she to 69 she as 64
she to 42 she in 54
she the 62 she to 49
she it 40 six of 1431
six of 87 six of 118
six of 132 six of 174
six or 182 six of 268
six the 70 six of 159
son it 82 sum the 126
