sad had 55 sad them 94
sat and 62 say was 93
say can 40 see things 140
see and 50 see was 43
set and 80 she set 100
she and 45 she with 49
she and 124 she and 164
she and 64 she that 45
she that 55 she with 51
she her 45 she her 74
she all 57 she with 51
she that 53 she that 42
she she 49 she she 65
she and 57 she she 193
she she 55 she lit 45
she but 79 she and 40
sum for 474 sum our 61
