par between great britain and 104
put control upon himself and 46
put everything back together and 88
put forward their demands and 81
put forward their demands for 133
put forward their opinions and 72
put herself back together and 65
put himself into contact with 82
put himself into harmony with 225
put himself into relation with 136
put himself into sympathy with 52
put several feet between them 112
put together very quickly and 62
