path was no longer discernible 63
pay for the added convenience 41
pay for the basic necessities 339
pay for the extra convenience 51
pay for the first installment 99
pay her the usual observances 110
pay him the usual compliments 92
pay off the debts accumulated 77
plea and the often concomitant 219
put him in close confinement 191
put out of action permanently 91
put out of action temporarily 252
put them in close confinement 83
