per thousand feet as a 45
pin himself down to a 43
put everything away in a 43
put everything down in a 90
put forward here as a 240
put forward here is a 113
put forward more as a 90
put forward only as a 406
put forward only in a 45
put himself down as a 164
put himself forth as a 109
put together make up a 123
put together there is a 45
