path by which some knowledge 52
pay the check when presented 174
pay the draft when presented 47
put in motion some artificial 64
put in place more effective 43
put it still more precisely 87
put no women into nunneries 58
put the cause into exchequer 48
put the glass down carefully 179
put the house more perfectly 48
put the phone down carefully 66
put the point more generally 452
put the point more precisely 230
put the reader into possession 84
put the words into sentences 73
