fear others 58 few where 198
few which 58 for miles 94
for yards 72 for until 53
for miles 189 for pages 80
for yards 80 for after 215
for until 145 for while 123
for after 88 for until 64
for while 85 for after 78
for people 62 for souls 109
for action 145 for pence 50
for people 149 for souls 49
for under 43 for japan 58
for needs 100 for miles 133
for miles 185 for ellen 47
for class 101 for would 50
for about 55 for child 49
