find the 40 fish or 97
five in 40 five in 120
five the 116 five the 180
four the 46 four on 40
four the 149 four in 44
four on 49 four the 250
four the 198 from be 82
from as 180 from is 55
from it 41 from the 107
from in 45 from the 171
from to 49 from in 107
from to 47 from the 50
from the 80 from by 56
from in 317 from the 79
from in 84 from the 48
from the 86 from an 57
from to 46 from the 48
