veal in mushroom sauce 58
vow of celibacy after 90
vow of celibacy taken 56
vow of celibacy until 79
vow of celibacy which 267
vow of celibacy while 44
vow of celibacy would 86
vow of chastity after 94
vow of chastity could 42
vow of chastity taken 191
vow of chastity until 80
vow of chastity which 337
vow of chastity would 85
vow of fidelity which 67
vow the expenses which 113
