garrison had had not a 40
generals who had had a 46
generals who had won a 52
governor who has not a 87
governor who was not a 128
graduate who was not a 89
grandeur was all that i 271
grateful for all that i 402
grateful she was that i 93
grateful that she had a 174
grateful that she was a 89
grateful that they had a 78
grateful that you are a 46
grimaced and let out a 46
grizzled old man with a 124
