gas lighting had been installed 85
get better and more efficient 106
get bigger and more expensive 47
get through this most difficult 41
get through this very difficult 58
going through all these movements 103
going through all these prismatic 45
going through its most difficult 72
got bigger and more elaborate 66
got louder and more insistent 110
got something far more important 47
