get excited about a new 438
get fifteen cents a day 59
get knocked about a bit 179
get married until i had 49
get married until i was 412
get married while i was 94
get married within a few 78
get married within a year 337
get together twice a year 203
going several times a day 48
got knocked about a bit 98
got married about a year 361
got married while i was 307
got married within a year 61
