kg loading dose followed 765
king about some business 68
king burst into laughter 75
king could have received 50
king might have expected 40
king still more bitterly 41
king would have accepted 95
king would have ennobled 64
king would have expected 75
king would have pardoned 63
king would have punished 40
king would have received 103
king would have retained 50
king would have suffered 76
king would show somewhat 96
