zealous for or against the 166
zealous for the dignity of 89
zealous for the freedom of 63
zealous for the increase of 115
zealous for the liberty of 283
zealous for the marriage of 80
zealous for the promoting of 40
zealous for the religion of 218
zealous for the service of 633
zealous for the success of 349
zealous for the support of 163
zealous for the welfare of 958
zealous for the worship of 234
zealous was the devotion of 40
