judge by these natural signs 87
judge in those matters which 50
judge of said circuit court 83
judge of said superior court 85
judge of some circuit court 49
judge of such circuit court 156
judge of such superior court 71
judge of those beauties which 66
judge or other officer shall 129
judge to make inquiry where 52
judging of those measures which 40
