joyous procession to offer up 44
judged expedient to apply to 77
judged necessary in order to 218
judged primarily in terms of 652
judges commanded the crier to 54
justly appreciate the merit of 139
justly appreciate the value of 160
justly appreciating the value of 48
justly estimated by uniting the 58
justly estimated the value of 101
justly estimates the value of 45
justly subjected the whole to 40
