joined a dozen or so 72
joined a group at the 177
joined a group in the 136
joined a group of my 50
joined a group of the 243
joined a group of us 79
joined a group on the 74
joined a local of the 47
joined a meeting of the 85
joined a party at the 53
joined a party in an 44
joined a party in the 64
joined a party of the 408
joined a party on the 49
joined a party to go 63
joined a queue at the 48
joined a sense of the 41
joined a tribe of the 49
joined a troop of the 60
judged i might do it 41
