jobs and 42 jobs and 54
just and 53 just with 42
just and 146 just with 127
just and 63 just and 66
just are 68 just are 190
just did 55 just say 70
just are 136 just was 61
just are 60 just are 78
just has 69 just was 79
just and 40 just war 42
just war 56 just his 47
just and 60 just and 169
just and 54 just his 40
just his 53 just she 60
