journeyed to the promised land 169
judgments of the almighty were 42
judgments of the almighty will 66
judgments of the economic bearing 54
judgments of the relative worth 100
judgments of the sensible heart 45
justified as an integral part 135
justified by an argument from 67
justified by an overriding need 128
justified by the increased cost 275
justified by the original data 42
