join themselves in marriage with 67
just concluded an alliance with 188
just described is carried out 241
just described is repeated and 47
just described is repeated for 71
just described is repeated with 54
just influence by furthering all 45
just proportion of cavalry and 58
just scratched the surface and 60
just scratched the surface with 51
just witnessed the visible and 70
