daggers of satire in 47
dailies in cities of 48
damaged as little as 758
damaged as result of 91
damaged by changes in 129
damaged by disease or 1947
damaged by erosion in 47
damaged by erosion or 73
damaged by events in 52
damaged by excess of 52
damaged by fighting in 41
damaged by flooding in 130
damaged by flooding or 184
damaged by floods in 309
damaged by floods or 146
damaged by freezing or 70
damaged by frosts in 57
damaged by handling or 101
damaged by impact or 67
damaged by injury or 598
damaged by injury to 68
damaged by lesions in 74
damaged by perils of 260
damaged by pieces of 62
damaged by storms in 105
damaged by storms or 148
damaged by stress of 247
damaged by striking the 74
damaged by stroke or 72
damaged by toxins or 42
damaged by trauma or 505
damaged by virtue of 131
damaged if tapped or 61
damaged in battle or 50
damaged in combat or 60
damaged in course of 457
damaged in crossing the 47
damaged in excess of 153
damaged in handling or 153
damaged in person or 67
damaged in places by 67
damaged in removing the 54
damaged in shipping or 75
damaged is deemed to 41
damaged it should be 146
damaged or broken by 165
damaged or broken in 245
damaged or changed in 52
damaged or killed by 1698
damaged or killed if 42
damaged or killed in 75
damaged or killed the 50
damaged or likely to 58
damaged or ruined by 216
damaged or ruined in 46
damaged or starting to 115
damaged or stolen by 84
damaged or stolen in 86
damaged or unable to 57
damaged the brains of 64
damaged the bridge of 50
damaged the building in 121
damaged the building to 60
damaged the career of 74
damaged the church in 88
damaged the church of 121
damaged the credit of 274
damaged the effect of 122
damaged the fabric of 373
damaged the facade of 46
damaged the future of 62
damaged the houses of 83
damaged the inside of 64
damaged the morale of 597
damaged the nerves in 90
damaged the office of 48
damaged the prince of 48
damaged the rights of 46
damaged the spirit of 103
damaged the standing of 361
damaged the status of 146
damaged the strength of 57
damaged the system of 43
damaged to extent of 57
damaged to return to 92
damages an amount of 43
damages as result of 162
damages as should be 77
damages as stated in 164
damages by applying the 41
damages by refusing to 49
damages by virtue of 465
damages in actions at 48
damages in actions by 77
damages in actions ex 94
damages in actions of 544
damages in actions on 82
damages in amount of 265
damages in behalf of 166
damages in courts of 56
damages in excess of 15266
damages in regard to 317
damages is barred by 75
damages is beyond the 42
damages is likely to 287
damages is simply the 160
damages is stated in 47
damages is whether the 161
damages it causes to 40
damages on behalf of 3079
damages on theories of 136
damages or causes or 59
damages or causes to 125
damages or injury to 276
damages or losses of 68
damages or losses to 89
damages or obtain an 52
damages or relied on 86
damages or return of 43
damages or secure an 223
damages or whether it 67
damages or whether the 80
damages the amount of 1334
damages the credit of 86
damages the effect of 163
damages the fabric of 296
damages the finish of 122
damages the foliage of 54
damages the islets of 43
damages the morale of 230
damages the mucosa of 99
damages the nerves of 87
damages the person or 179
damages the spirit of 46
damages to owners of 148
damages to person or 975
damages to public or 104
damages to punish the 785
damages to reduce the 55
damages to remedy the 48
dampening the effect of 184
dampening the impact of 214
dampening the spirit of 193
dampens the desire to 41
dampens the effect of 463
dampens the impact of 356
dampens the spirit of 187
dampers to reduce the 76
damsels he sought to 45
dancers go through the 85
dancers the chance to 47
dancers to return to 51
dappled in shades of 87
dappled the ground at 58
daresay he thought he 120
daresay he thought it 79
daresay he thought the 48
daresay he wanted to 44
daresay we should be 132
darkening is caused by 310
darkening the future of 81
darkening the heavens as 45
darkening the shadow of 46
darkening the spirit of 46
darkens the annals of 41
darkens the future of 89
darkest is before the 53
datable to around the 230
datable to before the 141
daunted the spirit of 172
dauphin of france in 153
dauphin of france to 81
dauphin to oppose the 69
daybreak he reached the 134
daybreak on monday the 93
daybreak on sunday the 72
daybreak to attack the 156
daybreak to attend to 47
daybreak to repair to 76
daybreak to return to 59
daybreak to sunset by 143
daybreak we passed the 43
daybreak we reached the 390
daybreak we should be 130
daytime he worked in 46
dazzled by excess of 584
dazzled by vanity or 90
dazzled by visions of 558
dazzled or misled by 53
dazzled the public by 42
dazzled the senses of 57
dazzled the vanity of 58
dazzles us almost to 112
deadened or dulled the 42
deadened the effect of 140
deadened the feelings of 86
deadened the impact of 94
deadened the sounds of 127
deadened the spirit of 86
deadline is likely to 123
deadline to finish the 123
deadline to ratify the 45
deadline to return the 86
deadline to return to 84
deadline to submit the 61
deadlock by agreeing to 55
deadlock by offering to 54
deadlock by refusing to 85
deadlock in regard to 157
deadlock is broken by 110
deadlock is broken or 50
deadlock is caused by 57
deadlock is likely to 115
deadlock is reached in 58
deadlock or morass by 61
deafened by bursts of 123
deafened by shouts of 102
deafness by damaging the 55
deafness is caused by 2069
deafness is common in 75
deafness is likely to 252
deafness is thought to 53
deafness to sounds of 55
debacle in somalia in 80
debased the genius of 47
debased the morals of 71
debased the nature of 56
debased the purity of 106
debased the spirit of 102
debased the status of 45
debases the nature of 44
debases the spirit of 58
debated at meetings of 95
debated in common the 46
debated in courts of 48
debated in detail by 97
debated in detail in 70
debated in england in 50
debated in france in 48
debated in public in 68
debated in regard to 207
debated is whether it 86
debated is whether or 301
debated is whether the 827
debated on whether or 470
debated on whether the 57
debated on whether to 680
debated the affair of 60
debated the amount of 84
debated the causes of 496
debated the choice of 172
debated the claims of 61
debated the course of 107
debated the creation of 157
debated the crisis in 43
debated the dangers of 73
