quality has become a key 136
question had created a new 65
question was raised a few 46
question was whether a law 137
question was whether a man 348
question was whether a new 110
question was whether a tax 71
question was whether i had 216
question was whether i was 224
quickly and without a lot 152
quietly and without a lot 43
