quacks as heroes and saints 60
quarts of blood each minute 47
quarts of blood per minute 258
quarts of water and simmer 111
quarts of water per person 190
queens of spain and england 76
quotas of ships and forces 53
quoted by kirby and spence 143
quoted in cents per bushel 127
quoted in parts per million 89
quoted the nurse and doctor 46
quoted to prove that christ 47
quoted to prove that public 48
quoted to repel this charge 71
