queen again declared for the 70
quite close relations with the 61
quite large compared with the 579
quite minor compared with the 50
quite often happened that the 46
quite short compared with the 118
quite small compared with the 2070
quite strong evidence for the 62
quite strong evidence that the 108
quote brief passages for the 217
quoting brief passages for the 2323
