quarrel being more about supremacy 109
question had been fully discussed 176
question had been fully litigated 56
question had been under discussion 145
question has been amply discussed 68
question has been asked countless 44
question has been asked repeatedly 236
question has been fully discussed 607
question has been often discussed 163
question has been under discussion 247
question that many white americans 40
question that will recur throughout 50
question was very fully discussed 119
