qualities are of two kinds 91
qualities that do not appear 106
qualities that do not belong 317
qualities that do not change 49
qualities that do not exist 214
qualities that do not often 44
qualities that he can boast 40
qualities that we are looking 44
qualities they do not really 45
quarterly out of any money 254
questioned her on this point 47
questioned him on that point 56
questioned him on this point 605
questioned them on this point 100
