kerbside collection schemes 152
keyboard interrupt handler 800
keyboard interrupt routine 157
keyboard interrupt service 165
keyboard shortcuts accessing 44
keyboard shortcuts assigning 68
keyboard shortcuts because 50
keyboard shortcuts command 60
keyboard shortcuts provide 46
kindness displayed towards 203
kindness exercised towards 91
kindness exhibited towards 46
knowable precisely because 42
