ugly customer when he was 44
union movement during the war 121
unit distance along the path 60
unit distance from the sun 102
unit magnetic pole is one 242
unit magnetic pole is that 128
upon creatures made in god 48
upon evidence like to that 99
upon evidence such as this 52
upon occasions such as this 249
used anywhere else in this 46
used directly from the can 155
used examples from my own 40
used straight from the can 166
used whenever there is any 168
