uncle should settle his estate 80
under dripping boughs and through 49
under severe stress and strain 145
under strange feelings and wishes 41
until another decade had passed 125
until another person has joined 67
until coarse crumbs are formed 53
until cooked through and golden 294
until cooked through and tender 220
until normal levels are reached 67
until normal values are reached 43
until various causes and events 89
