union between two human beings 110
upon animals and human beings 90
upon climate that makes erin 48
upon everything that might give 54
upon federal and state laws 291
upon grounds that would have 54
upon himself and carry away 70
upon matters that might have 51
upon oysters and indian corn 59
upon persons who waste their 67
upon remaining for evening mass 57
used because they would have 45
used language that would have 420
used language that would make 92
user presses and holds down 323
