unaided i can not break 45
undergo a long and even 111
ushered a new era into 62
usually a cry for help 66
usually a far cry from 100
usually a few per cent 280
usually a long way away 40
usually a long way from 249
usually a man and wife 40
uttered a cry and bent 185
uttered a cry and fell 497
uttered a cry and said 183
uttered a cry and threw 61
uttered a cry for help 108
uttered a long and loud 74
