undergo an optical illusion which 56
unwilling to protect foreign lives 40
updated to reflect current thinking 45
upwards of fifteen hundred miles 228
upwards of fifteen thousand stand 47
upwards of sixteen hundred miles 52
upwards of sixteen thousand males 40
upwards of sixteen thousand names 43
useless the ancient records which 47
useless to attempt deceiving either 51
useless to inquire towards which 62
usually be repeated several times 52
