drawing a boundary line around 60
drawing a straight line across 225
drawing a straight line tangent 328
drawing a straight line through 1971
drawing a vertical line through 1215
drawn a portrait very unlike 65
drawn a straight line through 82
draws a straight line across 45
draws a straight line through 108
draws a vertical line through 41
drive a straight text through 51
