s american monthly magazine 73
s attitude toward american 63
s attitude toward authority 67
s attitude toward children 106
s attitude toward education 108
s attitude toward politics 60
s attitude toward students 182
s auxiliary ferrying squadron 462
s economic policy advisory 121
s paradise janice angelique 94
s progress toward maturity 42
s progress toward recovery 45
s unfunded vested benefits 63
