saddled fresh horses and 59
sadness stole across his 78
sadness swept through her 271
sadness swept through him 68
sailors rolling through its 46
sainted mother before she 45
saintly steps toward his 77
salvage value greater than 53
samples drawn before and 41
samples large enough for 239
samples taken before and 633
samples which showed that 47
samples whose values are 43
sanction helps ensure that 52
sarcasm often outran his 74
sarcoma cells treated with 213
satisfy every candid and 160
satisfy every desire and 79
satisfy every honest and 76
satisfy every honest man 66
satisfy every person who 68
satisfy growing demand for 100
satisfy local demand and 121
satisfy local demand for 140
satisfy world demand for 110
savored every moment with 41
scalded blood gushed out 55
scandal which raised all 83
scandal would damage both 41
scarlet fever should not 191
scarlet fever treated with 67
scarlet shawl around her 107
scenario plays itself out 417
scenery grows wilder and 62
scenery which adorns its 40
scenery which nature has 42
schemes which cortes was 64
schemes which turned out 40
scholar after another has 62
scholar whose family had 54
scholar whose passion for 58
scholar whose writings are 57
scholar would accept for 102
schools fared better than 77
schools offer training for 68
schools safer places for 46
schools score higher than 72
schools shall comply with 56
schools teaching english and 46
schools where almost all 48
schools where arabic was 70
schools where english and 74
schools where english was 599
schools where french was 117
schools where german was 105
schools where hebrew was 42
schools where pupils are 341
schools where pupils can 40
schools where pupils had 40
schools where russian was 74
schools where tuition was 42
schools which already had 44
schools which comply with 215
schools which should not 44
schools which travel with 47
schools which turned out 58
schools whose pupils are 134
schools would ensure that 96
science about divine things 54
science after another has 64
science alone belongs that 43
science might object that 90
science shows clearly that 109
science since galileo and 66
science still adores her 112
science which begins with 123
science which claims that 114
science which orders its 45
science which points out 49
science which proves that 98
science which should not 59
science which showed that 115
science which starts with 47
science which states that 138
science which teaches how 402
science which teaches man 50
science which teaches men 365
science which teaches not 40
science which teaches that 166
science whose methods are 62
science whose object was 52
science would enable them 44
scorching light showed him 44
scraggy necks sticking out 40
scratch paper before you 189
screening blood donors and 55
screening blood donors for 243
screening older adults for 50
screening tests should not 130
screening tests showed that 45
screening women younger than 61
scruple about meddling now 110
scruple about removing his 93
scruple about shooting any 104
scruple about spending all 171
scruple about violating them 113
scuffed leather jacket and 111
scuffle whose object was 96
scuffling sound behind him 66
sculler which waited for 56
seaplane shall comply with 77
searched every corner and 179
searched every corner for 76
searched every cranny and 323
searched every drawer and 57
searched every likely and 40
searched every street and 43
searched within myself for 58
seasonal fresh fruits and 93
seasonal index number for 68
seasonal weather changes and 57
seconds after launch and 96
seconds later another man 46
seconds later another one 52
seconds would notice that 56
secrets which nature has 44
secrets which should not 86
sections after staining with 64
sections passing through this 41
sections small enough for 77
sections which follow and 76
sections which follow are 496
sections which follow deal 309
sections which follow each 92
sections which follow may 61
sections which follow that 95
sections which follow them 47
sections which follow this 89
sectors where demand was 46
sectors where prices are 97
secular drama branch off 51
secular legal system and 61
secular paper sticks you 63
secular power foiled its 97
secular power should not 60
secular state should not 105
secular world around him 62
secular world around them 111
secured civil rights for 53
secured equal rights and 40
secured equal rights for 87
secured party proves that 114
secured party should not 345
secured shall become due 98
secured under duress and 67
secured under public law 156
seduced every person who 72
seekers after wisdom and 112
seekers after wisdom are 40
seemingly cared little for 57
seemingly minor changes can 113
seemingly minor detail that 43
seemingly minor events that 43
seemingly small changes can 61
seemingly timed without any 50
seizure often begins with 40
selecting fresh fruits and 47
selecting party leaders and 44
selecting teaching methods and 67
selfish human nature and 72
seminal study showed that 40
sensory canal system and 70
sensory motor cortex and 64
sensory nerve fibers and 632
sensory nerve fibers are 632
sensory nerve fibers for 42
sensory nerve fibers may 65
sensory nerve fibers that 1113
sensory nerve fibers with 76
sensory nerve supply and 60
sensory nerve trunks may 40
sensory relay nuclei and 79
sensory relay nuclei are 101
sensual smile curved her 42
sensual smile curved his 61
sermons every sunday and 152
serpent shall bruise his 61
serried ranks behind him 42
servant first marked his 66
servant knelt before him 107
servant moved before his 102
servant prays before thee 56
servant prays toward this 90
servant shall answer for 154
servant stood before him 69
servant stood behind each 49
servant stood behind her 40
servant stood behind him 66
servant thrust through her 64
servant walking before with 50
servant would scarce let 45
service began covering this 855
service bureau before you 52
service comes nearest being 71
service could retire with 43
service either starve for 47
service every sunday and 580
service every sunday for 108
service group monday thru 373
service merit system and 130
service might enable him 80
service phone number and 102
service shall comply with 113
service shall ensure that 58
service under william iii 56
service which allows you 121
service which begins with 57
service which called for 101
service which caters for 52
service which christ has 50
service which covers all 59
service which lasted for 87
service which should not 401
service whose duties are 53
service within england and 43
service would enable him 95
service would enable them 41
service would ensure that 99
service would permit them 91
sessions after school and 67
sessions twice weekly for 80
sessions which lasted for 60
sessions within england and 202
settled within myself that 49
seventy canoes filled with 56
