ran water 64 rang shots 63
read which 62 read about 88
read times 41 read twice 122
read feeling 183 read feeling 113
read feeling 544 read gaining 66
read learning 79 read feeling 93
red which 42 red paper 1561
red marks 111 red paper 49
red leaves 180 red aware 51
rod cells 138 run looking 60
run talking 56 run until 83
run tanks 44 run until 40
