jacket sleeves 107 jerked started 46
jewels gorgeous 53 joined husband 52
joined friends 73 joined entered 69
joined started 52 joined hundred 60
joined thousand 40 joined thousand 79
joined started 58 joined hundred 41
joined together 41 joints swollen 51
judged escaped 74 judged believe 141
judges condemn 82 judges because 123
judges venture 60 judges improve 40
judges elected 47 judges members 78
jumped towards 212 justly unhappy 56
