off directions 53 old represent 44
one tolerance 40 one limitation 116
one concourse 67 one motionless 42
one stability 48 one backwards 52
one testimony 54 one themselves 47
one obedience 59 one quickness 67
our commander 105 our existence 96
our commanded 109 our fulfilled 59
our precisely 47 our satisfied 74
our themselves 41 our ancestors 48
out proceeded 78 out destinies 40
out battalions 43 out expedition 72
