once protection 46 only connection 63
only alexandria 174 open depravity 114
other nutriment 40 other themselves 47
other purchased 157 other swallowed 140
other provisions 97 other conceived 42
other tolerated 53 other appointed 96
other conceived 45 other different 81
other subjected 46 other conditions 41
other commonest 70 over displayed 55
