barbarously tortured and murdered 89
bicarbonate infusions and cerebral 119
biographical sketches and articles 46
biographical sketches and critical 74
biographical sketches and literary 66
biographical sketches and obituary 88
biographical sketches and pictures 54
biographical sketches are included 339
biographical sketches are provided 60
bureaucratic autonomy and capacity 51
