b at each corner 57
b be two points 304
b do not depend 171
b do not differ 46
b in this diagram 68
b in this figure 235
b is any number 267
b is any vector 55
b is not always 171
b is not called 42
b is not changed 91
b is not greater 222
b is then closed 394
b is then opened 63
b is then turned 122
b of this figure 220
b of this section 617
b to that section 61
b to this section 78
