babble of brooks grown 63
babble of voices about 40
babble of voices arose 111
babble of voices began 44
babble of voices broke 229
babble of voices ceased 46
babble of voices speaking 67
babble of voices which 91
babble on another score 57
babies at bosoms which 83
babies in foster homes 60
backed by almost every 49
backed by common sense 166
backed by french money 56
backed by german money 70
backed by grassy dunes 47
backed by higher hills 69
backed by police force 47
backed by police power 101
backed by public funds 108
backed by public money 143
backed by purple hills 49
backed by rugged hills 42
backed by shared goals 86
backed by soviet power 95
backed by soviet russia 128
backed by soviet tanks 44
backed by various forms 46
backed by wooded hills 244
backed the muslim league 42
backed the pickup truck 47
backed the station wagon 203
backed up slowly until 108
backed up without looking 58
backer of ronald reagan 46
backup of system files 46
badges of various sizes 58
baffle the modern reader 89
ballad by robert burns 43
ballad of sister helen 90
ballet or modern dance 1117
ballet the limpid stream 284
ballet the sleeping beauty 561
ballet to modern dance 104
ballot in almost every 46
ballot on strike action 111
ballot or secret votes 46
ballot the person voted 41
ballot to decide which 94
bamboo or wooden frame 107
bamboo or wooden poles 193
bamboo or wooden posts 173
bamboo or wooden slats 122
bamboo or wooden slips 135
bamboo or wooden stick 81
banish me england withal 48
banish the worrying doubt 91
banked by wooded hills 58
banker or another dealer 69
banker or lawyer would 42
banker to borrow money 49
banned at various times 91
banned by william craig 42
banned in almost every 134
banned in england until 74
banned in france since 49
banned in france until 87
banned in soviet russia 79
banned or heavily taxed 43
banned or placed under 56
banned the former while 115
banner in europe which 42
banner of christ jesus 76
banner of common sense 52
banner of mexico shall 123
banner of muslim league 175
banner of soviet power 57
banner of soviet russia 53
banner on almost every 72
banter us without mercy 42
barber at calais broke 183
barely to relate facts 83
barges of various sizes 45
barley as winter crops 54
barley or oatmeal gruel 146
barley or oatmeal water 279
barons of england offer 94
barons of england would 45
barons of feudal times 133
barons of france might 71
barons of france would 42
barons of romania would 57
barred the direct route 60
barrel of apples which 56
barrel of arabian light 192
barrel of cement shall 73
barrel of cement would 44
barrel of drinking water 265
barrel of laughs either 105
barrel of powder under 98
barrel of powder which 356
barrel of salted herring 140
barrel of scalding water 50
barrel or tunnel vault 156
barrel the better herring 240
barren of events which 205
barren of events worthy 108
barrow he became aware 70
barter of slaves shall 64
basics of mutual funds 65
basics of public speaking 127
basics of visual basic 175
basins in eastern china 246
basins in various parts 49
basins of eastern china 104
basins of former lakes 63
basins of limpid water 57
basins of rivers flowing 49
basins of rivers which 99
basins of varied sizes 61
basins of various depths 42
basins of various kinds 57
basins of various sizes 480
basins of various types 92
basket of apples which 153
basket of boiled maize 41
basket of canned goods 48
basket of choice fruit 115
basket of crusty rolls 44
basket of dinner rolls 272
basket of exotic fruit 47
basket of french fries 163
basket of golden fruit 49
basket of little pates 55
basket of oranges which 51
basket of pastry which 70
basket of peaches which 47
basket of potato chips 46
