kindled by his breath divine 44
kitchen at that very moment 53
kitchen at this very moment 57
kitchen to get more coffee 56
kitchen to get some coffee 148
knocked at her door before 44
knocked at his door without 65
knocked on her door around 46
knocked on her door before 49
knocked on her door earlier 41
knocked on his door before 49
