kingdom will be preached throughout 458
knots tied at regular intervals 66
known among the general population 176
known among the medical profession 102
known from the crystal structure 83
known from the earliest antiquity 124
known from the earliest ordovician 62
known name in foreign countries 42
known what the insider investors 68
knows what an enraged multitude 63
