kg of lean body mass 376
king if thou wilt also 65
king in his last days 89
king in his last years 42
king in his next life 43
king in his wars were 62
king of her heart came 40
king of his best arms 58
king of his good will 44
king on his holy hill 210
king on his part gave 45
king on his side lays 45
king or any other lord 226
king or two twin beds 77
