keener interest in his behalf 48
keenly conscious of how barren 96
kindly assisted by his nephew 68
kindly disposed to one another 118
kindly partaker of all honest 64
kindly provided me with access 75
kindly provided me with copies 186
kindly received by his brother 56
kindly received by his friend 88
kindly supplied me with copies 158
