knees bent and hands behind 57
knife from his pants pocket 311
knowing nothing but jesus christ 67
knowing what she really wanted 89
knowing what they might expect 48
knowing when she would return 42
knowing when they might return 41
knowing when they would return 49
known what was passing through 109
known when she would return 47
knows more now about arnold 45
knows much yet about common 46
knows when they shall darken 77
