keeping a dead steady glare 91
knowing a few facts about 43
known a few cases where 62
known a few weeks after 60
known i was thinking about 49
knows a few facts about 43
knows a lot about birds 88
knows a lot about books 73
knows a lot about herbs 52
knows a lot about human 58
knows a lot about music 259
knows a lot about people 74
knows a lot about running 40
knows a lot about women 82
