kindlier feeling of men is 47
kindness ought to fix me 60
kindness shall be with me 70
kindness shewn to him by 49
kindness shown by him to 73
kindness shown by them to 69
kindness shown by you to 55
kindness shown to her by 212
kindness shown to him by 1425
kindness shown to him in 127
kindness shown to one of 51
kindness shown to them by 547
kindness shown to them in 137
kindness tried to get us 66
kindness which he can to 46
kingfisher dives on you in 84
knightly poetry of all the 55
