kg per day divided every 254
king and his company under 54
king and his council could 92
king and his council might 58
king and his council shall 87
king and his council would 153
king and his friends might 57
king and his retinue found 46
king and his retinue would 44
king for any capital crime 77
king who had reigned since 85
