keeping yourself all this time 79
keeps whatever she has done 75
kicking yourself for not having 48
kingdom prepared for him from 47
kingdom prepared for thee from 92
kingdom prepared for them from 1964
kingdom prepared for yon from 65
kingdom prepared for you from 27656
knock cherokee off his feet 92
known minister who has been 223
known publicly that they were 64
known relations are his half 49
knows somebody who has been 42
