keenly opposed to a book 41
killed chester in a duel 63
killed herself on a rock 108
killed pushkin in a duel 60
kindly offered me a home 119
kindly offered me a lift 121
kindly offered me a ride 87
kindly offered me a room 128
kindly offices of a true 80
kneeling together on a spit 123
knocking together in a most 100
