keeps watch over himself both 61
killing people just because they 63
kingdom roves soft pleasure with 51
kingdom where their numbers are 54
known about risk factors for 171
known about their diseases and 54
known about their ecology and 63
known about their history and 53
known about their origins and 47
known major risk factors for 60
