scene i am preparing for 46
seems a thing between two 103
shall i be assured that 91
shall i be charged with 77
shall i be content with 47
shall i be happier than 43
since i am assured that 358
since i am certain that 650
since i am certain you 148
since i am charged with 82
since i am conveying you 60
since i am familiar with 113
since i do believe that 139
since i so plainly read 64
still i am certain that 86
still i do believe that 138
story a king conveys his 43
straw i am stuffed with 87
