few weeks i found a 52
for about a penny a 240
for about a pound a 68
for after a while i 145
for calling a spade a 473
for calling a woman a 84
for quite a while a 180
for quite a while i 708
for where i found a 48
for which i claim a 69
for which i found a 89
for which i offer a 49
for which i trust i 200
for which i write a 86
for which i wrote a 394
