far am 84 far do 54
fear is 145 for do 140
for thing 42 for am 41
for go 45 for go 139
for am 56 for am 58
for am 285 for am 70
for am 40 for am 44
for in 179 for in 143
for in 142 for am 50
for am 41 for in 50
for am 41 for of 42
for am 68 for am 57
for at 65 for at 61
for in 60 for of 51
for am 42 for am 64
for am 78 for of 68
for of 56 for at 47
for is 67 for of 370
